price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
15.81021087118902,8.546751993657782,3,2,4,1,0,0,0,1,2,0,0.5
15.81021087118902,8.699514748210191,3,2,2,1,1,0,0,1,1,0,0.5
15.81021087118902,8.699514748210191,3,1,2,1,0,0,0,1,1,0,0.0
15.809258036433748,9.344871264933788,4,1,2,1,0,1,0,0,1,1,0.5
15.79582213373692,9.104979856318357,4,2,4,1,1,0,0,1,1,1,1.0
15.790979509261131,8.946374826141717,4,2,4,1,1,0,0,1,1,0,0.5
15.790979509261131,8.699514748210191,3,2,4,1,1,0,0,1,1,0,1.0
15.781223334315767,8.699514748210191,3,2,2,1,1,0,0,0,1,0,0.5
15.771371037872756,9.091556835986216,2,1,1,1,0,0,0,1,1,0,0.5
15.771371037872756,8.738735461363474,4,2,2,1,0,0,0,1,1,0,1.0
15.766408248530626,8.757783656334167,4,2,3,1,0,0,0,1,2,1,1.0
15.761420707019587,9.32143441948177,3,1,1,1,0,1,0,1,1,1,1.0
15.751370371166086,9.091556835986216,3,2,2,1,0,1,0,1,1,0,1.0
15.751370371166086,9.487972108574462,2,1,1,1,0,1,1,0,1,0,1.0
15.74630706920954,8.948975607841776,3,2,1,1,0,0,0,0,2,0,0.0
15.741217999702068,8.699514748210191,3,1,1,1,0,0,0,1,1,0,1.0
15.730961499534878,9.400133943608838,4,2,2,1,0,0,0,0,2,1,1.0
15.730961499534878,8.294049640102028,3,2,2,1,0,1,0,1,0,1,0.5
15.725793529376435,8.699514748210191,4,2,4,1,0,0,0,1,0,0,0.0
15.720598712499333,8.521185212685776,3,1,4,1,0,0,0,1,0,1,0.0
15.71537676851818,8.794824928014517,2,2,4,1,0,1,0,0,0,1,1.0
15.710127412632037,8.303999970955196,3,1,2,1,0,1,1,0,1,0,1.0
15.710127412632037,8.357024439263416,4,2,2,1,0,0,1,0,0,0,0.5
15.710127412632037,8.767173396684006,3,2,3,1,0,0,0,1,0,1,1.0
15.710127412632037,8.779557455883728,3,2,3,1,0,0,0,1,0,1,1.0
15.710127412632037,8.648221453822641,3,1,1,1,1,1,0,1,2,1,1.0
15.710127412632037,8.699514748210191,3,2,3,1,1,0,0,1,0,0,1.0
15.70696452122353,8.699514748210191,3,1,2,1,0,0,1,0,1,1,0.5
15.704850355531192,8.294049640102028,3,2,2,1,0,1,0,1,1,0,0.5
15.704850355531192,9.259130536145614,3,2,1,1,0,1,0,1,1,1,1.0
15.6995453033015,8.699514748210191,3,2,4,1,0,0,0,1,0,0,0.5
15.688850014184752,8.23217423638394,3,1,2,1,0,0,1,0,2,0,0.5
15.688850014184752,9.017968479328726,3,2,3,1,0,0,0,1,0,0,1.0
15.688850014184752,8.80537513890967,3,1,3,1,0,1,0,0,0,1,0.0
15.683459165549875,8.283999304248526,3,1,1,1,0,1,0,0,2,0,0.5
15.683459165549875,8.910585718290132,3,1,1,1,1,1,0,1,2,1,0.0
15.678039098080536,9.057189192482008,5,3,2,1,0,0,0,0,2,0,1.0
15.678039098080536,8.517193191416238,3,1,2,1,0,0,0,1,0,0,0.5
15.674772900293915,8.817297783866575,2,1,1,1,1,1,0,0,2,1,1.0
15.672589493312971,8.476371196895983,3,2,4,1,1,0,0,1,0,0,1.0
15.65606019136176,8.881836305004146,3,2,1,1,0,1,0,1,3,0,0.5
15.65606019136176,8.699514748210191,4,2,4,1,0,0,0,0,1,0,0.5
15.65606019136176,8.318742252692399,3,2,3,1,0,0,0,1,2,0,0.5
15.65606019136176,9.104979856318357,3,1,1,1,0,1,0,0,1,1,1.0
15.65606019136176,8.764053269347762,3,1,1,1,1,1,0,1,1,1,0.5
15.65494846250907,8.794824928014517,3,2,3,1,0,0,0,1,0,1,0.0
15.650489146312307,8.699514748210191,4,1,3,1,1,1,0,0,0,1,0.0
15.644886890763637,8.794824928014517,3,2,1,1,0,1,0,1,0,1,0.0
15.644886890763637,8.612503371220562,3,1,3,1,0,0,0,0,1,1,0.0
15.63925307304538,8.612503371220562,3,2,4,1,1,0,0,1,1,0,0.5
15.63925307304538,8.756210091886738,3,2,3,1,1,0,0,1,0,0,1.0
15.63925307304538,8.612503371220562,3,2,1,1,1,1,0,0,2,1,1.0
15.633587335509702,8.411832675758411,3,1,4,1,0,0,0,1,0,0,0.0
15.633587335509702,8.60337088765729,4,2,1,1,0,1,0,1,0,1,0.5
15.627889314395064,8.767173396684006,3,1,3,1,0,1,0,0,0,1,0.0
15.625028082114033,8.083328608786376,4,1,3,1,0,0,0,0,1,0,0.5
15.622158639686079,8.797095076549056,4,2,2,1,1,0,1,0,1,0,0.5
15.622158639686079,8.794824928014517,3,1,1,1,1,1,0,0,2,1,0.5
15.622158639686079,9.03264808356589,3,1,3,1,0,0,0,1,2,0,0.0
15.621008553302842,8.366370301681654,6,2,2,1,0,0,0,0,0,0,1.0
15.621008553302842,9.171599543659752,3,1,1,1,0,1,0,0,2,1,1.0
15.610597817285004,8.824677891164198,2,1,1,1,1,1,0,0,2,0,1.0
15.610597817285004,8.987196820661973,3,1,1,1,1,1,0,1,2,1,0.5
15.610597817285004,8.83927669058535,3,2,1,1,1,1,0,0,0,1,0.0
15.598901777521812,8.216088098632316,4,1,2,1,1,0,0,1,0,0,1.0
15.598901777521812,8.767173396684006,3,1,1,1,0,1,0,1,0,1,1.0
15.598901777521812,8.856518497019858,3,1,1,1,0,1,0,1,2,1,0.5
15.598901777521812,8.785692444451245,3,1,1,1,1,1,0,0,2,1,1.0
15.598901777521812,8.886132618174951,3,1,2,1,1,1,0,1,0,1,0.5
15.598901777521812,8.740976538017787,4,2,1,1,0,1,0,0,1,1,0.5
15.598901777521812,8.898365606955357,4,2,2,1,0,0,0,0,0,0,1.0
15.598901777521812,8.783396232190894,3,2,4,1,0,0,0,0,1,0,1.0
15.597724614348797,9.655026193237628,3,1,1,1,0,0,0,1,2,0,0.5
15.58706731987481,8.87626525995469,3,1,1,1,0,1,0,0,2,1,0.0
15.58706731987481,8.779557455883728,3,2,3,1,0,0,0,1,0,0,0.0
15.585876134504657,8.612503371220562,3,1,3,1,1,0,0,1,1,0,1.0
15.585876134504657,9.346617990268731,3,1,3,1,0,0,0,0,2,1,0.5
15.584683528519534,8.476371196895983,3,1,1,1,1,1,0,0,0,0,0.0
15.575091128828094,8.670429167315095,4,1,4,1,1,0,0,0,0,0,0.5
15.575091128828094,8.556413904569519,3,1,3,1,0,0,0,1,0,0,0.5
15.575091128828094,8.476371196895983,3,1,3,1,0,0,0,1,0,0,0.0
15.573885583172745,8.85366542803745,3,1,1,1,0,1,0,0,2,1,0.5
15.569048814372131,8.699514748210191,3,2,4,1,0,0,0,1,0,0,0.0
15.56296976829575,8.594154232552366,4,2,2,1,0,0,0,1,2,0,0.0
15.56296976829575,8.442469645220301,4,1,2,1,0,0,0,0,1,0,0.5
15.56296976829575,8.517193191416238,3,1,3,1,0,0,0,1,0,0,0.5
15.56296976829575,8.757783656334167,3,1,1,1,1,1,0,1,2,1,1.0
15.56296976829575,8.66561319653451,3,2,4,1,0,0,0,1,0,0,0.0
15.547608483134262,8.803874763534434,4,2,2,1,1,1,0,0,1,1,0.5
15.538277155705378,9.259130536145614,4,2,2,1,0,0,0,0,1,0,0.5
15.538277155705378,8.476371196895983,5,2,3,0,0,1,1,0,0,0,0.0
15.538277155705378,8.45531778769815,4,1,2,1,1,1,0,1,1,0,1.0
15.538277155705378,8.517193191416238,3,1,4,1,0,0,0,0,0,0,1.0
15.538277155705378,9.259130536145614,2,1,1,1,0,0,0,0,1,0,0.5
15.538277155705378,8.612503371220562,3,2,2,1,0,0,0,0,1,0,0.5
15.538277155705378,8.757783656334167,3,1,3,1,0,0,0,0,0,1,0.5
15.538277155705378,8.794824928014517,4,2,1,1,0,1,0,0,0,1,0.5
15.538277155705378,8.544029845369797,3,1,2,1,1,1,0,1,0,1,0.0
15.532007542691781,8.389359819906353,4,1,2,1,0,0,0,1,2,1,0.5
15.532007542691781,8.594154232552366,5,1,2,1,1,1,0,1,0,1,1.0
15.525698373498518,8.101677747454572,3,3,2,1,0,1,0,0,0,0,0.5
15.525698373498518,8.202482446576537,3,2,2,1,0,0,0,0,2,0,0.5
15.525698373498518,8.716044050161402,3,2,1,1,0,1,0,0,2,1,1.0
15.524431748883325,8.83927669058535,3,1,1,1,1,1,0,0,0,1,0.5
15.51934914581986,7.943427767876373,4,2,2,0,1,1,0,0,1,0,1.0
15.51934914581986,8.984693690443855,3,1,1,1,0,0,0,0,2,0,0.5
15.512959347721088,8.055157731819678,3,2,1,1,1,1,0,1,0,0,1.0
15.512959347721088,8.733916174927524,4,1,4,1,1,0,0,1,0,0,1.0
15.512959347721088,8.716044050161402,3,1,3,1,1,0,0,1,0,1,0.5
15.512959347721088,8.794824928014517,4,2,2,1,1,1,0,0,0,1,0.5
15.506528457390797,8.82834762005316,3,1,1,1,1,1,0,1,0,1,0.5
15.50005594288518,8.811354229965728,3,2,2,1,1,1,0,0,1,1,1.0
15.498756397543094,8.771835409789817,3,2,1,1,1,1,1,0,0,0,0.0
15.486983861317826,8.961879012677683,3,1,1,1,0,1,0,1,2,1,0.0
15.480383177286475,8.433811582477187,2,2,1,1,0,0,0,1,2,0,0.5
15.473738634567807,8.357024439263416,4,1,2,1,0,1,0,1,0,0,1.0
15.473738634567807,8.785692444451245,4,2,2,0,0,0,0,1,0,0,0.5
15.473738634567807,8.612503371220562,3,2,1,1,0,1,0,0,0,0,0.5
15.473738634567807,9.236884927198295,3,1,1,1,0,0,0,0,1,1,0.5
15.473738634567807,9.035986984831405,3,1,2,1,1,1,0,1,2,1,0.0
15.473738634567807,8.575462099540212,4,2,1,1,0,0,0,1,0,1,0.0
15.473738634567807,8.242756345714477,3,1,2,1,1,1,0,0,1,1,0.0
15.473738634567807,9.190137664658664,4,2,2,1,1,0,0,0,2,0,0.5
15.473738634567807,9.050171619823361,3,1,1,1,0,0,0,1,2,0,1.0
15.47240441155467,8.707813551024888,3,1,1,1,0,1,0,0,0,1,0.5
15.469730613170269,8.865735152124781,3,1,1,1,1,1,0,0,2,1,0.5
15.46704964641701,8.064636475774222,3,2,2,1,0,0,0,0,2,0,0.5
15.46704964641701,8.411832675758411,4,2,1,0,0,1,0,1,2,0,0.5
15.46704964641701,8.881836305004146,3,1,2,1,1,1,0,0,1,1,1.0
15.453535927250288,8.134467570277563,3,1,2,0,0,0,0,1,0,0,0.5
15.453535927250288,8.984693690443855,3,1,1,1,0,0,0,0,1,1,0.5
15.446709962179888,8.006367567650246,3,2,2,1,1,1,0,0,0,0,1.0
15.446709962179888,8.006367567650246,3,1,2,1,0,1,0,0,0,0,0.0
15.446709962179888,9.342245442856122,2,1,2,1,0,0,0,0,0,1,1.0
15.446709962179888,8.716044050161402,3,1,1,1,0,1,0,1,0,1,0.5
15.439837082892126,8.651724084373843,2,1,2,1,0,0,0,1,0,1,0.0
15.432916640047551,8.17188200612782,2,1,1,0,1,1,0,0,0,0,0.5
15.432916640047551,8.935903526274423,4,1,2,1,0,0,0,1,2,0,1.0
15.432916640047551,9.277999020449997,3,1,2,1,1,1,0,0,0,0,0.5
15.432916640047551,8.794824928014517,3,1,1,1,1,1,0,0,0,1,1.0
15.431526785758496,8.476371196895983,2,1,1,1,1,1,0,0,0,0,0.5
15.425947970731459,9.005773206234908,3,2,1,1,1,1,0,0,0,0,0.5
15.418930398072812,8.391629968440892,4,3,2,1,0,1,0,0,2,0,0.5
15.418930398072812,8.94715577112479,3,1,1,1,1,1,1,0,0,0,0.5
15.41610952173117,7.937374696163295,3,2,2,0,0,1,0,1,1,0,0.5
15.411863230849718,8.690810307580046,3,1,2,1,0,0,0,1,0,0,0.5
15.40617331507204,8.34283980427146,3,1,2,1,0,0,0,0,1,0,1.0
15.404745763080856,8.416267272826277,3,1,2,1,0,1,0,1,0,0,0.5
15.404745763080856,8.31752199628717,3,1,2,0,1,1,0,1,0,0,0.5
15.404745763080856,8.323608442343572,2,1,1,1,0,1,0,0,1,0,0.5
15.404745763080856,8.594154232552366,4,1,2,1,0,0,0,0,0,0,0.5
15.404745763080856,8.470101583882387,3,1,1,1,1,1,0,0,0,0,0.5
15.404745763080856,8.748304912379623,3,1,1,1,0,0,0,1,2,0,0.5
15.404745763080856,8.66561319653451,2,1,1,1,1,1,0,1,0,0,0.5
15.404745763080856,8.006367567650246,3,1,2,1,0,1,0,1,0,0,0.5
15.404745763080856,7.996317231796746,3,1,3,1,0,0,0,0,0,0,0.5
15.404745763080856,8.812843433517195,3,1,1,1,0,0,0,0,0,0,0.0
15.404745763080856,8.443761913330354,3,1,2,1,1,1,0,0,2,0,0.5
15.404745763080856,9.464982590349763,3,1,1,1,0,0,0,0,2,0,1.0
15.40331617027126,8.13739583005665,4,2,2,1,0,1,0,1,2,0,0.5
15.40331617027126,8.516192691082654,4,2,1,1,0,1,0,0,0,0,0.5
15.397577273602243,8.37793112408273,2,1,1,1,0,1,0,0,0,0,0.0
15.390357025628756,8.333270353255308,3,1,3,1,0,0,0,0,0,0,0.0
15.390357025628756,8.706159290928861,3,1,1,1,0,0,0,0,2,1,0.5
15.390357025628756,8.833754223418396,3,1,2,1,0,0,0,1,2,1,1.0
15.390357025628756,8.479491324232226,2,1,1,1,0,0,0,1,0,1,0.5
15.383084266299676,8.85366542803745,3,1,2,1,0,1,0,0,0,0,0.0
15.383084266299676,8.99961934066053,4,1,4,1,0,1,0,1,2,0,0.5
15.377227734186963,8.13739583005665,4,2,2,1,0,0,0,0,0,0,0.5
15.375758226207603,9.123256265069069,2,1,1,1,0,1,0,1,2,0,0.5
15.375758226207603,8.751632702472298,3,1,2,1,0,1,0,1,1,0,1.0
15.375758226207603,9.234056898593499,2,1,1,1,0,0,0,1,2,1,0.0
15.374286555596147,8.770283819098399,2,1,1,1,0,0,0,1,3,0,0.5
15.360943140422462,8.550627967502475,3,1,4,1,0,0,0,1,0,0,0.5
15.360943140422462,8.699514748210191,2,1,1,1,0,1,0,1,1,0,1.0
15.360943140422462,8.196987927258897,3,1,2,1,0,0,0,0,2,0,0.5
15.360943140422462,9.176473302464606,4,2,2,1,1,1,0,0,1,0,0.5
15.360943140422462,8.594154232552366,2,1,2,1,0,0,0,0,0,1,0.5
15.360943140422462,8.371010681238156,3,1,1,1,0,0,0,0,0,1,0.5
15.353452468693305,8.22817689595132,3,1,2,1,0,1,0,0,0,0,1.0
15.345905263057922,8.333270353255308,3,1,1,1,1,1,0,1,0,0,0.0
15.345905263057922,8.263590432617319,3,2,2,1,0,1,0,0,2,0,0.5
15.345905263057922,8.644706511715198,3,1,2,1,1,0,0,1,1,0,0.5
15.345905263057922,7.962067308753666,2,1,2,1,1,1,0,0,0,1,0.5
15.345905263057922,8.51919119407891,3,1,2,1,0,1,0,0,0,0,0.5
15.344388962539957,8.414052432496725,4,2,2,1,0,1,0,0,0,0,0.5
15.338300663672703,8.294049640102028,3,1,2,1,0,0,0,0,1,0,1.0
15.338300663672703,8.253227645581772,3,1,2,1,0,0,0,0,1,1,0.5
15.330637790927133,8.23217423638394,3,1,1,1,0,0,0,0,2,0,0.5
15.330637790927133,8.199738960630786,3,1,2,1,0,0,0,1,0,0,1.0
15.330637790927133,7.843848638152472,3,1,2,1,0,1,0,0,0,0,1.0
15.330637790927133,8.57922858233569,3,1,2,1,1,1,0,0,0,1,0.5
15.330637790927133,8.586719254064848,3,1,2,1,0,0,0,0,2,1,0.0
15.330637790927133,8.166216268592143,3,1,1,1,0,0,0,0,0,1,0.5
15.330637790927133,9.035986984831405,4,1,4,1,0,0,0,0,3,0,0.0
15.32909814474154,8.318742252692399,2,2,1,1,1,1,0,0,0,0,0.5
15.32909814474154,8.515191188745565,4,2,2,1,1,1,0,0,0,1,1.0
15.322915744833223,8.163371316459912,3,1,3,1,0,0,0,0,0,0,0.5
15.322915744833223,8.146129510025405,3,1,2,1,0,1,0,0,1,0,0.5
15.322915744833223,9.19624144759668,3,1,1,1,0,0,0,0,0,0,0.5
15.322915744833223,8.166216268592143,2,1,2,1,0,0,0,0,0,1,1.0
15.315133604391168,8.414052432496725,4,1,2,1,0,0,0,1,2,0,0.5
15.315133604391168,8.680162019694377,2,1,1,1,0,0,0,1,1,0,0.0
15.315133604391168,8.294049640102028,3,1,2,1,0,0,0,0,2,0,1.0
15.315133604391168,9.017968479328726,3,1,1,1,0,0,0,0,0,0,1.0
15.315133604391168,8.303999970955196,3,1,2,1,0,0,0,0,1,0,0.5
15.313569882414985,8.757783656334167,2,1,1,1,0,1,0,1,1,0,1.0
15.313569882414985,8.058960017769417,3,1,2,1,0,0,0,1,1,0,1.0
15.313569882414985,8.163371316459912,3,1,2,1,0,0,0,0,0,0,0.5
15.307290426930143,8.229511118964457,2,1,1,1,1,1,0,0,0,0,0.5
15.299385247423029,8.286017468404763,3,1,2,0,0,0,0,0,0,0,0.5
15.299385247423029,8.496990484098719,2,1,2,1,0,1,0,0,0,0,0.5
15.297796684737891,7.965545573129992,3,1,2,1,0,0,0,0,0,1,0.5
15.297796684737891,8.492900498847193,3,1,1,1,0,0,0,0,2,1,0.0
15.297796684737891,8.501063809486354,3,1,2,1,0,0,0,0,1,0,0.5
15.29301579913755,8.507142855562735,4,1,2,1,0,0,0,1,0,0,0.5
15.291417077773852,8.268731832117737,3,1,2,1,0,0,0,0,0,0,0.0
15.283384906076588,8.411832675758411,3,2,3,1,0,0,1,0,1,0,1.0
15.283384906076588,7.552237287560802,5,1,2,0,0,1,0,0,0,0,0.5
15.283384906076588,8.312626025674962,3,1,1,1,1,1,0,0,2,0,0.5
15.283384906076588,8.160518247477505,4,1,2,1,0,0,0,0,2,0,1.0
15.283384906076588,8.771835409789817,4,1,2,1,0,0,0,0,0,0,0.5
15.278534451942837,8.302017809751204,2,1,1,1,0,1,0,0,0,0,1.0
15.275287695843968,8.389359819906353,2,1,1,1,0,0,0,0,1,0,0.5
15.275287695843968,9.245707515813473,2,1,1,1,0,0,0,0,1,1,0.5
15.268762387209046,8.131530710604252,3,1,2,1,0,1,0,0,2,1,0.5
15.267124385204808,8.757783656334167,2,1,1,1,0,0,0,0,0,0,1.0
15.267124385204808,8.757783656334167,2,1,2,1,0,0,0,0,0,0,0.0
15.267124385204808,8.411832675758411,2,1,1,1,0,0,0,1,2,0,1.0
15.267124385204808,7.684783943522785,3,1,2,0,1,1,0,1,0,0,0.0
15.267124385204808,8.38022733634308,4,1,2,1,0,0,0,0,0,0,1.0
15.267124385204808,8.958025443361693,2,1,1,1,0,0,0,0,1,0,1.0
15.258893886068291,8.8023721336499,3,1,2,1,1,0,0,0,0,0,0.5
15.258893886068291,7.932721027481948,3,1,1,1,0,1,0,0,0,1,1.0
15.250595083253597,8.612503371220562,3,1,2,1,0,0,0,1,0,0,0.0
15.250595083253597,8.525161361065415,3,1,2,1,0,1,0,1,0,0,0.0
15.250595083253597,8.674196940225903,2,1,1,1,1,1,0,0,2,0,0.5
15.250595083253597,7.867105500316739,4,3,2,0,0,0,0,0,0,0,0.5
15.250595083253597,7.990576881743923,3,1,2,1,0,1,0,1,0,0,0.0
15.250595083253597,7.918264686095274,4,2,2,0,0,0,0,0,0,0,0.5
15.250595083253597,8.391629968440892,2,1,1,0,0,0,0,0,1,0,0.0
15.250595083253597,8.294049640102028,4,2,2,0,0,0,0,0,0,0,0.5
15.250595083253597,7.751475318021456,3,1,2,0,0,0,0,0,0,0,0.5
15.250595083253597,8.433811582477187,3,2,2,1,0,0,0,1,1,0,0.5
15.250595083253597,8.199738960630786,3,2,2,1,0,1,0,0,0,0,0.0
15.250595083253597,8.66561319653451,3,1,1,1,0,0,1,0,2,0,0.5
15.250595083253597,8.85366542803745,3,1,1,1,0,0,0,0,3,0,1.0
15.250595083253597,8.313607139317558,3,1,3,1,0,0,0,0,0,0,0.5
15.250595083253597,8.166216268592143,3,1,2,1,0,0,0,0,0,1,0.5
15.250595083253597,7.6708948313621175,3,1,3,1,0,0,0,0,1,1,0.0
15.250595083253597,8.411832675758411,3,1,1,1,0,1,0,0,0,0,1.0
15.2489270261529,9.017968479328726,3,1,1,1,0,1,0,0,3,0,0.5
15.2489270261529,8.146129510025405,3,1,2,1,0,0,0,0,1,0,0.5
15.24222683358308,8.484669999710677,3,1,2,1,0,0,0,0,1,0,0.5
15.24222683358308,8.313852267398207,3,1,2,1,0,0,0,0,2,0,0.5
15.24222683358308,8.305484017727691,3,1,2,1,0,1,0,0,1,0,0.5
15.233787964937216,8.440744019252831,4,1,2,1,0,0,0,1,0,0,0.5
15.233787964937216,8.697011617992073,3,1,1,1,0,1,0,0,0,0,0.5
15.232091611689038,8.70946507906336,2,1,1,1,0,1,0,0,1,0,0.5
15.226131611075223,8.1886891244442,3,1,1,1,0,1,0,1,0,1,1.0
15.225277275269306,8.210668031162976,3,2,2,1,0,0,0,0,0,0,0.5
15.225277275269306,8.303999970955196,2,1,2,1,0,0,0,0,1,0,0.5
15.225277275269306,8.630521876723241,2,1,1,1,0,0,0,1,0,0,0.5
15.216693531577915,8.68270762989381,4,2,2,0,0,1,0,0,1,0,0.0
15.216693531577915,8.515591910049263,3,2,2,1,0,0,0,0,2,0,0.0
15.216693531577915,8.375629627094451,3,1,1,1,0,0,0,0,0,0,0.5
15.216693531577915,8.006367567650246,4,1,3,1,0,1,0,1,2,0,0.5
15.216693531577915,8.371010681238156,3,1,2,1,0,0,0,0,2,1,1.0
15.208035468834801,8.196987927258897,3,2,2,1,0,0,1,0,2,0,0.5
15.208035468834801,8.14902386805177,3,2,1,1,0,1,0,1,1,0,1.0
15.208035468834801,8.594154232552366,3,1,1,1,0,0,0,0,3,0,0.5
15.203678163465845,8.411832675758411,3,1,2,0,0,1,0,1,0,0,0.5
15.203678163465845,8.14902386805177,4,1,2,1,0,0,0,1,0,0,0.5
15.199301788866046,8.318742252692399,4,1,1,0,0,1,0,0,0,0,0.0
15.199301788866046,8.776475789346321,3,1,2,0,0,0,0,1,1,0,0.5
15.199301788866046,8.411832675758411,3,2,2,0,0,1,0,1,0,0,0.5
15.199301788866046,8.283999304248526,3,1,2,1,0,0,0,0,0,0,1.0
15.199301788866046,8.306472160100585,2,1,2,1,1,1,0,0,0,1,0.0
15.181602211766645,8.890135107818843,3,2,1,1,1,1,0,0,3,0,1.0
15.181602211766645,8.612503371220562,4,1,2,1,1,1,0,0,0,0,0.5
15.181602211766645,8.006367567650246,3,1,2,1,0,0,0,0,0,0,0.5
15.181602211766645,8.098642843759418,2,1,1,1,0,0,1,0,1,0,1.0
15.181602211766645,8.246958032568177,2,1,1,1,0,1,0,1,2,0,1.0
15.181602211766645,8.997147151515142,3,1,1,1,0,0,0,1,2,0,0.5
15.181602211766645,7.6708948313621175,4,2,1,1,0,1,0,0,0,1,0.0
15.172633541783885,8.237479288613633,2,1,2,1,1,1,0,0,0,0,0.5
15.172633541783885,8.064636475774222,4,2,2,1,0,0,0,0,0,0,1.0
15.163583706263967,8.575462099540212,5,2,2,1,0,0,0,0,0,0,0.5
15.163583706263967,8.064636475774222,2,2,1,1,0,1,0,0,2,0,0.5
15.163583706263967,8.87514731685335,3,1,2,1,0,0,0,1,0,0,1.0
15.163583706263967,8.313852267398207,2,1,1,1,0,0,0,0,0,0,0.5
15.163583706263967,8.25582842728183,2,1,1,1,0,0,0,0,0,0,0.5
15.163583706263967,7.608374474380783,3,1,2,1,0,1,0,0,0,1,0.5
15.163583706263967,7.685243607975833,2,1,2,1,1,0,0,0,0,1,0.5
15.159940714985465,8.116715624819111,3,1,2,1,0,0,0,0,0,0,0.0
15.154451222700695,8.055157731819678,2,2,1,0,0,1,0,0,0,0,0.5
15.14523456759577,8.480529207044645,3,1,2,1,0,0,0,0,0,0,0.5
15.14523456759577,8.13739583005665,2,1,2,1,0,0,1,0,1,0,0.5
15.14523456759577,8.1886891244442,2,1,1,1,0,0,0,0,0,0,0.5
15.14523456759577,8.670772279344538,2,1,1,1,0,0,0,0,2,0,0.0
15.14523456759577,7.957177323459475,3,1,3,1,0,0,0,0,0,1,1.0
15.14523456759577,9.035986984831405,2,1,1,1,0,0,0,0,1,0,1.0
15.143380998946448,9.017968479328726,3,1,1,1,0,0,0,0,2,0,1.0
15.143380998946448,7.832014180505469,5,2,1,0,0,1,0,1,1,0,1.0
15.143380998946448,8.84361509218395,4,1,2,0,0,0,0,0,1,0,1.0
15.135932174933457,8.15478757276852,2,1,1,1,0,0,0,0,0,1,0.5
15.126542434583618,8.1886891244442,3,1,1,1,0,0,0,0,1,0,0.0
15.126542434583618,8.303999970955196,2,1,1,1,0,0,0,0,0,0,0.5
